iter	Passed	Remaining
1664	70387	14161
1665	70432	14120
1666	70468	14076
1667	70515	14035
1668	70556	13992
1669	70595	13950
1670	70637	13907
1671	70683	13866
1672	70725	13823
1673	70761	13780
1674	70804	13738
1675	70847	13696
1676	70886	13653
1677	70945	13614
1678	70987	13571
1679	71028	13529
1680	71065	13486
1681	71107	13443
1682	71153	13402
1683	71192	13359
1684	71230	13316
1685	71269	13273
1686	71312	13231
1687	71356	13189
1688	71401	13147
1689	71436	13103
1690	71480	13061
1691	71525	13019
1692	71572	12978
1693	71609	12935
1694	71643	12891
1695	71687	12849
1696	71722	12806
1697	71772	12765
1698	71812	12722
1699	71848	12679
1700	71893	12637
1701	71937	12595
1702	71985	12554
1703	72031	12512
1704	72076	12470
1705	72117	12428
1706	72167	12387
1707	72205	12344
1708	72243	12301
1709	72275	12257
1710	72319	12215
1711	72364	12173
1712	72413	12132
1713	72451	12089
1714	72496	12047
1715	72545	12006
1716	72597	11965
1717	72638	11923
1718	72671	11879
1719	72706	11835
1720	72738	11792
1721	72788	11750
1722	72839	11710
1723	72875	11666
1724	72924	11625
1725	72963	11582
1726	73002	11540
1727	73046	11498
1728	73090	11456
1729	73135	11414
1730	73175	11371
1731	73208	11327
1732	73256	11286
1733	73320	11247
1734	73359	11204
1735	73400	11162
1736	73452	11121
1737	73497	11079
1738	73538	11037
1739	73573	10993
1740	73610	10950
1741	73649	10907
1742	73696	10866
1743	73741	10824
1744	73779	10781
1745	73823	10739
1746	73862	10696
1747	73901	10654
1748	73946	10612
1749	73987	10569
1750	74030	10527
1751	74066	10484
1752	74103	10441
1753	74159	10400
1754	74196	10357
1755	74239	10315
1756	74273	10272
1757	74311	10229
1758	74361	10188
1759	74408	10146
1760	74444	10103
1761	74483	10060
1762	74532	10019
1763	74575	9977
1764	74613	9934
1765	74651	9891
1766	74690	9848
1767	74732	9806
1768	74778	9764
1769	74820	9722
1770	74860	9679
1771	74898	9637
1772	74944	9595
1773	74991	9553
1774	75034	9511
1775	75074	9468
1776	75114	9426
1777	75158	9384
1778	75211	9343
1779	75249	9300
1780	75290	9258
1781	75343	9217
1782	75400	9176
1783	75478	9138
1784	75540	9098
1785	75581	9056
1786	75623	9013
1787	75667	8971
1788	75709	8929
1789	75751	8887
1790	75788	8844
1791	75822	8800
1792	75877	8759
1793	75917	8717
1794	75960	8675
1795	75997	8632
1796	76040	8589
1797	76088	8548
1798	76123	8505
1799	76167	8463
1800	76205	8420
1801	76240	8377
1802	76290	8335
1803	76338	8294
1804	76378	8251
1805	76416	8208
1806	76466	8167
1807	76511	8125
1808	76556	8083
1809	76593	8040
1810	76632	7997
1811	76670	7954
1812	76713	7912
1813	76758	7870
1814	76797	7827
1815	76830	7784
1816	76876	7742
1817	76915	7700
1818	76964	7658
1819	77003	7615
1820	77039	7572
1821	77078	7530
1822	77123	7488
1823	77166	7445
1824	77205	7403
1825	77245	7360
1826	77286	7318
1827	77332	7276
1828	77376	7234
1829	77417	7191
1830	77456	7149
1831	77501	7107
1832	77551	7065
1833	77591	7022
1834	77630	6980
1835	77668	6937
1836	77704	6894
1837	77748	6852
1838	77788	6810
1839	77821	6767
1840	77866	6725
1841	77908	6682
1842	77951	6640
1843	78000	6598
1844	78045	6556
1845	78087	6514
1846	78129	6471
1847	78181	6430
1848	78228	6388
1849	78265	6345
1850	78302	6303
1851	78349	6261
1852	78397	6219
1853	78445	6177
1854	78495	6135
1855	78552	6094
1856	78595	6052
1857	78650	6010
1858	78704	5969
1859	78755	5927
1860	78798	5885
1861	78854	5844
1862	78903	5802
1863	78946	5760
1864	78997	5718
1865	79041	5676
1866	79087	5633
1867	79139	5592
1868	79187	5550
1869	79258	5509
1870	79331	5469
1871	79383	5427
1872	79436	5386
1873	79496	5345
1874	79573	5304
1875	79634	5263
1876	79674	5221
1877	79708	5178
1878	79766	5136
1879	79808	5094
1880	79855	5052
1881	79908	5010
1882	79960	4968
1883	80013	4926
1884	80056	4884
1885	80092	4841
1886	80141	4799
1887	80205	4757
1888	80251	4715
1889	80290	4672
1890	80323	4629
1891	80371	4587
1892	80413	4545
1893	80457	4502
1894	80495	4460
1895	80538	4417
1896	80576	4374
1897	80620	4332
1898	80662	4290
1899	80701	4247
1900	80740	4204
1901	80781	4162
1902	80827	4119
1903	80872	4077
1904	80910	4034
1905	80956	3992
1906	80999	3950
1907	81042	3907
1908	81089	3865
1909	81133	3823
1910	81170	3780
1911	81213	3737
1912	81249	3695
1913	81286	3652
1914	81335	3610
1915	81372	3567
1916	81414	3524
1917	81460	3482
1918	81549	3442
1919	81612	3400
1920	81679	3359
1921	81727	3316
1922	81764	3273
1923	81810	3231
1924	81844	3188
1925	81892	3146
1926	81937	3104
1927	81983	3061
1928	82020	3018
1929	82060	2976
1930	82102	2933
1931	82141	2891
1932	82185	2848
1933	82225	2806
1934	82265	2763
1935	82307	2720
1936	82353	2678
1937	82390	2635
1938	82432	2593
1939	82475	2550
1940	82514	2508
1941	82557	2465
1942	82603	2423
1943	82650	2380
1944	82688	2338
1945	82733	2295
1946	82779	2253
1947	82827	2211
1948	82867	2168
1949	82904	2125
1950	82948	2083
1951	82987	2040
1952	83038	1998
1953	83078	1955
1954	83114	1913
1955	83160	1870
1956	83202	1828
1957	83245	1785
1958	83291	1743
1959	83328	1700
1960	83375	1658
1961	83412	1615
1962	83463	1573
1963	83515	1530
1964	83566	1488
1965	83614	1446
1966	83662	1403
1967	83723	1361
1968	83769	1318
1969	83827	1276
1970	83880	1234
1971	83930	1191
1972	83985	1149
1973	84035	1106
1974	84082	1064
1975	84134	1021
1976	84183	979
1977	84246	937
1978	84297	894
1979	84343	851
1980	84401	809
1981	84452	766
1982	84499	724
1983	84549	681
1984	84599	639
1985	84652	596
1986	84700	554
1987	84742	511
1988	84798	468
1989	84845	426
1990	84879	383
1991	84934	341
1992	84970	298
1993	85012	255
1994	85048	213
1995	85087	170
1996	85124	127
1997	85165	85
1998	85204	42
1999	85242	0
