iter	Logloss
1176	0.1984425123
1177	0.1984234944
1178	0.1983959612
1179	0.1983652406
1180	0.1983313959
1181	0.1983115712
1182	0.1982816897
1183	0.1982696
1184	0.1982444884
1185	0.1982272936
1186	0.1982047977
1187	0.1981671832
1188	0.1981419218
1189	0.1981170068
1190	0.1980983179
1191	0.1980440953
1192	0.1980252204
1193	0.1980033638
1194	0.1979855222
1195	0.1979470132
1196	0.1979274908
1197	0.1978965187
1198	0.1978782478
1199	0.1978564452
1200	0.1978259743
1201	0.1977987321
1202	0.1977787961
1203	0.1977470145
1204	0.1976804253
1205	0.1976605498
1206	0.1976335818
1207	0.1976014164
1208	0.1975752647
1209	0.1975457717
1210	0.1975182628
1211	0.1974970346
1212	0.1974638447
1213	0.1974369927
1214	0.1974208177
1215	0.1973930325
1216	0.1973710379
1217	0.1973560865
1218	0.1973244227
1219	0.1972917395
1220	0.1972743876
1221	0.1972566763
1222	0.1972350554
1223	0.1972134533
1224	0.1971919733
1225	0.1971692925
1226	0.1971366627
1227	0.1971144554
1228	0.1970524335
1229	0.1970397992
1230	0.1970081662
1231	0.1969815397
1232	0.1969467586
1233	0.1969331755
1234	0.1969032383
1235	0.1968814473
1236	0.1968580218
1237	0.1968347023
1238	0.196814813
1239	0.1967590228
1240	0.196735109
1241	0.196710853
1242	0.1966614299
1243	0.1966352218
1244	0.196611444
1245	0.1965793937
1246	0.1965452746
1247	0.1965278545
1248	0.1965103002
1249	0.1964916842
1250	0.1964695243
1251	0.1964438546
1252	0.196413651
1253	0.1963838684
1254	0.1963667475
1255	0.1963377355
1256	0.1963138246
1257	0.1962658164
1258	0.1962429994
1259	0.1962166943
1260	0.1961998461
1261	0.1961837492
1262	0.1961642113
1263	0.1961429235
1264	0.1961207759
1265	0.1960873391
1266	0.1960623592
1267	0.1960343389
1268	0.1960044458
1269	0.19598601
1270	0.195933933
1271	0.1959169419
1272	0.1958885171
1273	0.1958656525
1274	0.1958301621
1275	0.1957957414
1276	0.1957801726
1277	0.195761669
1278	0.1957374775
1279	0.1957045044
1280	0.1956963956
1281	0.1956651861
1282	0.1956408814
1283	0.1956089518
1284	0.1955907707
1285	0.1955582786
1286	0.1955343627
1287	0.195518276
1288	0.1954956035
1289	0.1954783719
1290	0.1954621722
1291	0.1954399246
1292	0.1954117566
1293	0.1953951329
1294	0.1953758003
1295	0.1953629501
1296	0.1953320999
1297	0.1953102705
1298	0.1952727414
1299	0.1952447994
1300	0.1952239791
1301	0.1952053317
1302	0.1951767304
1303	0.1951514847
1304	0.1950866945
1305	0.1950617186
1306	0.1950454083
1307	0.1950248098
1308	0.1950075715
1309	0.1949785802
1310	0.1949560473
1311	0.1949305335
1312	0.1948822014
1313	0.19485423
1314	0.1948278894
1315	0.1948043801
1316	0.1947837738
1317	0.1947589556
1318	0.1947308675
1319	0.1947020226
1320	0.1946867437
1321	0.1946716005
1322	0.1946449719
1323	0.1946241032
1324	0.1946006788
1325	0.1945728577
1326	0.194557378
1327	0.1945293551
1328	0.1945062742
1329	0.1944848078
1330	0.1944476058
1331	0.1944157194
1332	0.1943973148
1333	0.1943633156
1334	0.194338406
1335	0.1943162489
1336	0.1942902162
1337	0.1942739672
1338	0.1942515598
1339	0.1942178586
1340	0.194196219
1341	0.1941708547
1342	0.1941454961
1343	0.1941235033
1344	0.1941021552
1345	0.194081432
1346	0.1940471883
1347	0.1940137342
1348	0.1939920034
1349	0.1939666994
1350	0.193943462
1351	0.193910279
1352	0.1938913347
1353	0.1938675561
1354	0.193845363
1355	0.1938197381
1356	0.193798076
1357	0.1937682079
1358	0.1937539417
1359	0.1937275708
1360	0.193706347
1361	0.193674162
1362	0.1936526367
1363	0.1936300486
1364	0.1936162789
1365	0.1935927172
1366	0.1935742932
1367	0.1935514857
1368	0.1934969292
1369	0.1934759053
1370	0.1934600655
1371	0.1934399512
1372	0.1934255968
1373	0.1934036761
1374	0.1933834046
1375	0.1933659017
1376	0.1933459696
1377	0.1933233134
1378	0.1932966523
1379	0.1932733858
1380	0.1932486561
1381	0.1932213461
1382	0.1931940396
1383	0.1931725337
1384	0.1931564223
1385	0.1931269703
1386	0.1930662624
1387	0.1930363374
1388	0.1930018257
1389	0.1929852469
1390	0.1929604475
1391	0.1929290521
1392	0.1929033717
1393	0.1928651541
1394	0.192845897
1395	0.1928250551
1396	0.1927435086
1397	0.1927176204
1398	0.1926858016
1399	0.192665077
1400	0.1926431213
1401	0.1926207843
1402	0.192600674
1403	0.1925734012
1404	0.1925553094
1405	0.1925328188
1406	0.1925152482
1407	0.1924827998
1408	0.192453939
1409	0.1924319258
1410	0.1924010133
1411	0.1923835147
1412	0.1923592801
1413	0.1923348573
1414	0.1923128619
1415	0.1922799197
1416	0.1922626749
1417	0.1922400843
1418	0.1921713551
1419	0.192148143
1420	0.1921288589
1421	0.1921051271
1422	0.1920834838
1423	0.1920635576
1424	0.1920369986
1425	0.1920200423
1426	0.1920019713
1427	0.1919784754
1428	0.1919495935
1429	0.1919312295
1430	0.1919123458
1431	0.1918891189
1432	0.1918710348
1433	0.1918499546
1434	0.1918219526
1435	0.1917832672
1436	0.1917631243
1437	0.1917332079
1438	0.1917067418
1439	0.1916695115
1440	0.1916452513
1441	0.1916139054
1442	0.1915961813
1443	0.1915852263
1444	0.1915622347
1445	0.1915365916
1446	0.1915180429
1447	0.1914916963
1448	0.191480708
1449	0.1914624031
1450	0.1914365516
1451	0.1914136376
1452	0.1913910532
1453	0.191370987
1454	0.1913599949
1455	0.191336058
1456	0.1913188965
1457	0.1912988171
1458	0.191284013
1459	0.1912720724
1460	0.1912550311
1461	0.1912287917
1462	0.1912178924
1463	0.1912010022
1464	0.1911792707
1465	0.1911508725
1466	0.1911301767
1467	0.1911031683
1468	0.1910841459
1469	0.1910657526
1470	0.1910450068
1471	0.1910284732
1472	0.1910135422
1473	0.1909916465
1474	0.1909698097
1475	0.1909425453
1476	0.1909119671
1477	0.1908932044
1478	0.1908771761
1479	0.190860802
1480	0.1908393159
1481	0.19081882
1482	0.1907954423
1483	0.1907696669
1484	0.1907468235
1485	0.1907239825
1486	0.1907077976
1487	0.1906850442
1488	0.1906535191
1489	0.1906365836
1490	0.1906154314
1491	0.1905982331
1492	0.1905827109
1493	0.1905615646
1494	0.190531973
1495	0.1905139522
1496	0.1904945203
1497	0.190476015
1498	0.1904612693
1499	0.1904412907
1500	0.1904255493
1501	0.1903896847
1502	0.1903717819
1503	0.190351641
1504	0.1903276708
1505	0.1903080325
1506	0.1902980953
1507	0.1902748636
1508	0.190263032
1509	0.1902419431
1510	0.1902219713
1511	0.1901810857
1512	0.1901616194
